revision_id,revision_timestamp,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37
5451,17 May 2006 15:36,,,,,,,,,,,,,,,,,,,,"Promoting condom use, however, has often proved controversial and difficult. Many religious groups, most visibly the Catholic Church, have opposed the use of condoms on religious grounds, and have sometimes seen condom promotion as an affront to the promotion of marriage, monogamy and sexual morality. This attitude has been encountered, most distressingly, among many learned health care providers and policy makers from sub-saharan African nations, where HIV and AIDS infection rates are horrific. Their atitude is that the distribution of condoms is in effect ""telling young people to go have sex"" and sending the wrong message to uninfected individuals. There has been no evidence to date, however, that a person who would not have normally engaged in sexual intercourse in a promiscuous fashion will now adopt a promiscuous lifestyle because they have been given a condom; or that given the massive social and media pressure, even in developing nations, for young people to have sex (let alone their own biology and hormones), that a small piece of latex will substantially increase sexual urges or desire for sexual activity... However, Pope Benedict XVI commisioned a report on whether it might be acceptable for Catholics to use condoms in to protect life inside a marriage when one partner is infected with HIV, or is sick with AIDS.",,,,,,,,,,,,,,,,,
5450,17 May 2006 15:42,,,,,,,,,,,,,,,,"The male latex condom, if used correctly without oil-based lubricants, is the single most efficient available technology to reduce the sexual transmission of HIV and other sexually transmitted infections. Manufacturers recommend that oil-based lubricants such as petroleum jelly, butter, and lard not be used with latex condoms as they weaken the latex making the condoms porous. If necessary, manufacturers recommend using water-based lubricants. Oil-based lubricants can however be used with polyurethane condoms.","With consistent and correct use of condoms, there is a very low risk of HIV infection. Studies on couples where one partner is infected show that with consistent condom use, HIV infection rates for the uninfected partner are below 1% per year.",,"The female condom is an alternative to the male condom and is made from polyurethane, which allows it to be used in the presence of oil-based lubricants. They are larger than male condoms and have a stiffened ring-shaped opening, and are designed to be inserted into the vagina. The female condom contains an inner ring which keeps the condom in place inside the vagina—inserting the female condom requires squeezing this ring.","Promoting condom use, however, has often proved controversial and difficult. Many religious groups, most visibly the Catholic Church, have opposed the use of condoms on religious grounds, and have sometimes seen condom promotion as an affront to the promotion of marriage, monogamy and sexual morality. This attitude is found among some health care providers and policy makers in sub-saharan African nations, where HIV and AIDS prevalence is extremely high.","}} Latex degrades over time, making them porous, which is why condoms have expiration dates. In Europe and the United States, condoms have to conform to European (EC 600) or American (D3492) standards to be considered protective against HIV transmission.","Other religious groups, such as the Scottish Episcopalians, have argued that preventing HIV infection is a moral task in itself and that condoms are therefore acceptable or even praiseworthy from a religious point of view.","}} They also believe that the distribution and promotion of condoms is tantamount to promoting sex amongst the youth and sending the wrong message to uninfected individuals. However, no evidence has been produced that promotion of condom use increases sexual promiscuity. However, Pope Benedict XVI commisioned a report on whether it might be acceptable for Catholics to use condoms in to protect life inside a marriage when one partner is infected with HIV, or is sick with AIDS.",,,,,,,,,,,,,,
5418,19 May 2006 08:37,,,,,,,,,,,,,,,,,,,,,,,"}} They also believe that the distribution and promotion of condoms is tantamount to promoting sex amongst the youth and sending the wrong message to uninfected individuals. However, no evidence has been produced that promotion of condom use increases sexual promiscuity. However, Pope Benedict XVI commissioned a report on whether it might be acceptable for Catholics to use condoms in to protect life inside a marriage when one partner is infected with HIV, or is sick with AIDS.",,,,,,,,,,,,,,
5364,26 May 2006 15:33,,,,,,,,,,,,,,,,,,,,"Promoting condom use, however, has often proved controversial and difficult. Many religious groups, most visibly the Catholic Church, have opposed the use of condoms on religious grounds, and have sometimes seen condom promotion as an affront to the promotion of marriage, monogamy and sexual morality. They also believe that the distribution and promotion of condoms is tantamount to promoting sex amongst the youth and sending the wrong message to uninfected individuals. The approach of these groups has been to promote absolute celibacy for infected individuals, monogamy within indissolvable marraige, and abstinance outside of marraige, thus creating no risk of infection so long as individuals keep to these tennents. Many such groups consider proptection-based methods, in addition to being objectionable on religious grounds, expose all persons to a small, calculable, risk, which is removed enirely by taking an abstinence-based approach. This attitude is found among some health care providers and policy makers in sub-saharan African nations, where HIV and AIDS prevalence is extremely high. Critics, however, have argued that this approach fails to properly take account of human nature (which is, they argue, instinctively opposed to absitnence), of the increased risk of lapse, and excludes a much easier and usually effective method of preventing infection.",,,,"}} In responce to this Pope Benedict XVI has commissioned a report on whether it might be acceptable for Catholics to use condoms in to protect life inside a marriage when one partner is infected with HIV, or is sick with AIDS.",,,,,,,,,,,,,
5363,26 May 2006 15:35,,,,,,,,,,,,,,,,,,,,"Promoting condom use, however, has often proved controversial and difficult. Many religious groups, most visibly the Catholic Church, have opposed the use of condoms on religious grounds, and have sometimes seen condom promotion as an affront to the promotion of marriage, monogamy and sexual morality. They also believe that the distribution and promotion of condoms is tantamount to promoting sex amongst the youth and sending the wrong message to uninfected individuals. The approach of these groups has been to promote absolute celibacy for infected individuals, monogamy within indissolvable marriage, and abstinance outside of marriage, thus creating no risk of infection so long as individuals keep to these tennents. Many such groups consider proptection-based methods, in addition to being objectionable on religious grounds, expose all persons to a small, calculable, risk, which is removed enirely by taking an abstinence-based approach. This attitude is found among some health care providers and policy makers in sub-saharan African nations, where HIV and AIDS prevalence is extremely high. Critics, however, have argued that this approach fails to properly take account of human nature (which is, they argue, instinctively opposed to absitnence), of the increased risk of lapse, and excludes a much easier and usually effective method of preventing infection.",,,,,,,,,,,,,,,,,
5222,8 Jun 2006 21:22,,,,,,,,,,,,,,,,"The male latex condom, if used correctly without oil-based lubricants, is the single most efficient available technology to reduce the sexual transmission of HIV and other sexually transmitted infections. Manufacturers recommend that oil-based lubricants such as petroleum jelly, butter, and lard not be used with latex condoms as they weaken the latex, making the condoms porous. If necessary, manufacturers recommend using water-based lubricants. Oil-based lubricants can however be used with polyurethane condoms.",,,,"Promoting condom use, however, has often proved controversial and difficult. Many religious groups, most visibly the Catholic Church, have opposed the use of condoms on religious grounds, and have sometimes seen condom promotion as an affront to the promotion of marriage, monogamy and sexual morality. This attitude is found among some health care providers and policy makers in sub-saharan African nations, where HIV and AIDS prevalence is extremely high.",,,"}} They also believe that the distribution and promotion of condoms is tantamount to promoting sex amongst the youth and sending the wrong message to uninfected individuals. However, no evidence has been produced that promotion of condom use increases sexual promiscuity. However, Pope Benedict XVI commissioned a report on whether it might be acceptable for Catholics to use condoms in to protect life inside a marriage when one partner is infected with HIV, or is sick with AIDS.",,,,,,,,,,,,,,
5178,12 Jun 2006 19:42,,,,,,,,,,,,,,,,,,,,"Promoting condom use, however, has often proved controversial and difficult. Many religious groups, most visibly the Catholic Church, have opposed the use of condoms on religious grounds, and have sometimes seen condom promotion as an affront to the promotion of marriage, monogamy and sexual morality. This attitude is found among some health care providers and policy makers in sub-Saharan African nations, where HIV and AIDS prevalence is extremely high.",,,,,,,,,,,,,,,,,
5177,12 Jun 2006 19:43,,,,,,,,,,,,,,,,,,,"The female condom is an alternative to the male condom and is made from polyurethane, which allows it to be used in the presence of oil-based lubricants. They are larger than male condoms and have a stiffened ring-shaped opening, and are designed to be inserted into the vagina. The female condom contains an inner ring, which keeps the condom in place inside the vagina â€“ inserting the female condom requires squeezing this ring.",,,,,,,,,,,,,,,,,,
5098,15 Jun 2006 03:10,,,,,,,,,,,,,"}} The effective use of condoms and screening of blood transfusion in North America, Western and Central Europe is credited with contributing to the low rates of AIDS in these regions.",,,,,,,,,,,,,,,,,,,,,,,,
5052,15 Jun 2006 09:01,,,,,,,,,,,,,,,,,,,,,,,"}} They also believe that the distribution and promotion of condoms is tantamount to promoting sex amongst the youth and sending the wrong message to uninfected individuals. However, no evidence has been produced that promotion of condom use increases sexual promiscuity. However, Pope Benedict XVI commissioned a report on whether it might be acceptable for Catholics to use condoms in to protect life inside a marriage when one partner is infected with HIV, or is sick with AIDS.",,,,,,,,,,,,,,
5011,15 Jun 2006 14:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5009,15 Jun 2006 14:45,,,,,,,,,,,,,,,,,,,,,,"Other religious groups, such as the Scottish Episcopalians, have argued that preventing HIV infection is a moral task in itself and that condoms are therefore acceptable or even praiseworthy from a religious point of view.",,,"Defenders of the Catholic Church's role in AIDS and general STD prevention point out, however, that while they may be against the use of contraception, they are strong advocates of abstinence outside marriage - another preventative measure. Other religious groups, such as the Scottish Episcopalians, have argued that preventing HIV infection is a moral task in itself and that condoms are therefore acceptable or even praiseworthy from a religious point of view.",,,,,,,,,,,,
5008,15 Jun 2006 14:47,,,,,,,,,,,,,,,,,,,,,,,,,"Defenders of the Catholic Church's role in AIDS and general STD prevention point out, however, that while they may be against the use of contraception, they are strong advocates of abstinence outside marriage - another preventative measure. See Catechism of the Catholic Church, published by the Vatican, 1992, widely reprinted. Para 2353 and other parts of section 2. Other religious groups, such as the Scottish Episcopalians, have argued that preventing HIV infection is a moral task in itself and that condoms are therefore acceptable or even praiseworthy from a religious point of view.",,,,,,,,,,,,
5005,15 Jun 2006 14:57,,,,,,,,,,,,,,,,,,,,,,,"}} They also believe that the distribution and promotion of condoms is tantamount to promoting sex amongst the youth and sending the wrong message to uninfected individuals. However, no evidence has been produced that promotion of condom use increases sexual promiscuity. Pope Benedict XVI commissioned a report on whether it might be acceptable for Catholics to use condoms in to protect life inside a marriage when one partner is infected with HIV, or is sick with AIDS.",,"Defenders of the Catholic Church's role in AIDS and general STD prevention state that, while they may be against the use of contraception, they are strong advocates of abstinence outside marriage - another preventative measure. See Catechism of the Catholic Church, published by the Vatican, 1992, widely reprinted. Para 2353 and other parts of section 2. Other religious groups, such as the Scottish Episcopalians, have argued that preventing HIV infection is a moral task in itself and that condoms are therefore acceptable or even praiseworthy from a religious point of view.",,,,,,,,,,,,
4997,15 Jun 2006 16:01,,,,,,,,,,,,,,,,,,,,,,,,,,"}}Others showed that the threat of condoms bursting, leading to pregnancy or STDs has been enough to prevent teenagers from having sex in the first place. Still, condom use is heavily promoted by other programs and initiatives. Condom use is an integral part of the CNN Approach. This is:",,,,,,,,,,,
4995,15 Jun 2006 16:04,,,,,,,,,,,,,,,,"The male latex condom, if used correctly without oil-based lubricants, is the single most efficient available technology to reduce the sexual transmission of HIV and other sexually transmitted infections. Manufacturers recommend that oil-based lubricants such as petroleum jelly, butter, and lard not be used with latex condoms as they weaken the latex, making the condoms porous. If necessary, manufacturers recommend using water-based lubricants. Oil-based lubricants can however be used with polyurethane condoms.",,,"The female condom is an alternative to the male condom and is made from polyurethane, which allows it to be used in the presence of oil-based lubricants. They are larger than male condoms and have a stiffened ring-shaped opening, and are designed to be inserted into the vagina. The female condom contains an inner ring, which keeps the condom in place inside the vagina â€“ inserting the female condom requires squeezing this ring.",,,,"}} They also believe that the distribution and promotion of condoms is tantamount to promoting sex amongst the youth and sending the wrong message to uninfected individuals. However, no evidence has been produced that promotion of condom use increases sexual promiscuity. Pope Benedict XVI commissioned a report on whether it might be acceptable for Catholics to use condoms to protect life inside a marriage when one partner is infected with HIV, or is sick with AIDS.",,,,,,,,,,,,,,
4976,15 Jun 2006 17:38,,,,,,,,,,,,,,,,,,,,,,"}} Other religious groups, such as the Scottish Episcopalians, have argued that preventing HIV infection is a moral task in itself and that condoms are therefore acceptable or even praiseworthy from a religious point of view.","}} They also believe that the distribution and promotion of condoms is tantamount to promoting sex amongst the youth and sending the wrong message to uninfected individuals. However, no evidence has been produced that promotion of condom use increases sexual promiscuity. Pope Benedict XVI commissioned a report on whether it might be acceptable for Catholics to use condoms to protect life inside a marriage when one partner is infected with HIV, or is sick with AIDS.",,,,,,,,,,,,,,
4970,15 Jun 2006 18:04,,,,,,,,,,,,,,,,,,,,,,,,,,"}} Others showed that the threat of condoms bursting, leading to pregnancy or STDs has been enough to prevent teenagers from having sex in the first place. Still, condom use is heavily promoted by other programs and initiatives. Condom use is an integral part of the CNN Approach. This is:",,,,,,,,,,,
4872,17 Jun 2006 17:57,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conversely, some religious groups have argued that preventing HIV infection is a moral task in itself and that condoms are therefore acceptable or even praiseworthy from a religious point of view.",,,,,,,,,,
4823,24 Jun 2006 18:31,,,,,,,,,,,,,"}} The effective use of condoms and screening of blood transfusion in North America, Western and Central Europe is credited with contributing to the low rates of GAIDS in these regions.",,,,,,,"Promoting condom use, however, has often proved controversial and difficult. Many religious groups, most visibly the Catholic Church, have opposed the use of condoms on religious grounds, and have sometimes seen condom promotion as an affront to the promotion of marriage, monogamy and sexual morality. This attitude is found among some health care providers and policy makers in sub-Saharan African nations, where HIV and GAIDS prevalence is extremely high.",,,"}} They also believe that the distribution and promotion of condoms is tantamount to promoting sex amongst the youth and sending the wrong message to uninfected individuals. However, no evidence has been produced that promotion of condom use increases sexual promiscuity. Pope Benedict XVI commissioned a report on whether it might be acceptable for Catholics to use condoms to protect life inside a marriage when one partner is infected with HIV, or is sick with GAIDS.",,,,,,,,,,,,,,
4757,3 Jul 2006 18:14,,,,,,,,,,,,,"}} The effective use of condoms and screening of blood transfusion in North America, Western and Central Europe is credited with contributing to the low rates of AIDS in these regions.",,,"The male latex condom, if used correctly without oil-based lubricants, is the single most efficient available technology to reduce the sexual transmission of HIV and other sexually transmitted infections. Manufacturers recommend that oil-based lubricants such as petroleum jelly, butter, and lard not be used with latex condoms as they weaken the latex, making the condoms porous. If necessary, manufacturers recommend using water-based lubricants. Oil-based lubricants can however be used with polyurethane condoms.","With consistent and correct use of condoms, there is a very low risk of HIV infection. Studies on couples where one partner is infected show that with consistent condom use, HIV infection rates for the uninfected partner are below 1% per year.","During a sexual act, only male or female condoms can reduce the chances of infection with HIV and other STDs and the chances of becoming pregnant. The best evidence to date indicates that condom use reduces the risk of heterosexual HIV transmission by approximately 80% over the long-term, though the benefit is likely to be higher if condoms are used correctly on every occasion.","The female condom is an alternative to the male condom and is made from polyurethane, which allows it to be used in the presence of oil-based lubricants. They are larger than male condoms and have a stiffened ring-shaped opening, and are designed to be inserted into the vagina. The female condom contains an inner ring, which keeps the condom in place inside the vagina â€“ inserting the female condom requires squeezing this ring.","Promoting condom use, however, has often proved controversial and difficult. Many religious groups, most visibly the Catholic Church, have opposed the use of condoms on religious grounds, and have sometimes seen condom promotion as an affront to the promotion of marriage, monogamy and sexual morality. This attitude is found among some health care providers and policy makers in sub-Saharan African nations, where HIV and AIDS prevalence is extremely high.","}} Latex degrades over time, making them porous, which is why condoms have expiration dates. In Europe and the United States, condoms have to conform to European (EC 600) or American (D3492) standards to be considered protective against HIV transmission.",,"}} They also believe that the distribution and promotion of condoms is tantamount to promoting sex amongst the youth and sending the wrong message to uninfected individuals. However, no evidence has been produced that promotion of condom use increases sexual promiscuity. Pope Benedict XVI commissioned a report on whether it might be acceptable for Catholics to use condoms to protect life inside a marriage when one partner is infected with HIV, or is sick with AIDS.",,,,"Conversely, some religious groups have argued that preventing HIV infection is a moral task in itself and that condoms are therefore acceptable or even praiseworthy from a religious point of view.",,,,,,,,,,
4756,3 Jul 2006 18:17,,,,,,,,,,,,,,,,,,"During a sexual act, only male or female condoms can reduce the chances of infection with HIV and other STDs and the chances of becoming pregnant. The best evidence to date indicates that typical condom use reduces the risk of heterosexual HIV transmission by approximately 80% over the long-term, though the benefit is likely to be higher if condoms are used correctly on every occasion.",,,,,,,,,,,,,,,,,,,
4667,21 Jul 2006 01:45,,,,,,,,,,,,,,,,,,"During a sexual act, only male or female condom can reduce the chances of infection with HIV and other STDs and the chances of becoming pregnant. The best evidence to date indicates that typical condom use reduces the risk of heterosexual HIV transmission by approximately 80% over the long-term, though the benefit is likely to be higher if condoms are used correctly on every occasion.",,,,,,,,,,,,,,,,,,,
4646,27 Jul 2006 22:26,,,,,,,,,,,,,,,"}} Latex degrades over time, making them porous, which is why condoms have expiration dates. In Europe and the United States, condoms have to conform to European (EC 600) or American (D3492) standards to be considered protective against HIV transmission.","The male latex condom, if used correctly without oil-based lubricants, is the single most efficient available technology to reduce the sexual transmission of HIV and other sexually transmitted infections. Manufacturers recommend that oil-based lubricants such as petroleum jelly, butter, and lard not be used with latex condoms as they weaken the latex, making the condoms porous. If necessary, manufacturers recommend using water-based lubricants. Oil-based lubricants can however be used with polyurethane condoms.",,"During a sexual act, only male or female condoms can reduce the chances of infection with HIV and other STDs and the chances of becoming pregnant. The best evidence to date indicates that typical condom use reduces the risk of heterosexual HIV transmission by approximately 80% over the long-term, though the benefit is likely to be higher if condoms are used correctly on every occasion.",,"Promoting condom use, however, has often proved controversial and difficult. Many religious groups, most visibly the Catholic Church, have opposed the use of condoms on religious grounds, and have sometimes seen condom promotion as an affront to the promotion of marriage, monogamy and sexual morality. This attitude is found among some health care providers and policy makers in sub-Saharan African nations, where HIV and AIDS prevalence is extremely high.",,,"}} They also believe that the distribution and promotion of condoms is tantamount to promoting sex amongst the youth and sending the wrong message to uninfected individuals. However, no evidence has been produced that promotion of condom use increases sexual promiscuity. Pope Benedict XVI commissioned a report on whether it might be acceptable for Catholics to use condoms to protect life inside a marriage when one partner is infected with HIV, or is sick with AIDS.",,,,,,,,,,,,,,
4606,2 Aug 2006 21:10,,,,,,,,,,,,"}} Conversely, some religious groups have argued that preventing HIV infection is a moral task in itself and that condoms are therefore acceptable or even praiseworthy from a religious point of view.",,,,,,,,,,,,,,,,,,,,,,,,,
4578,9 Aug 2006 01:45,,,,,,,,,,"Promoting condom use, however, has often proved controversial and difficult. Many religious groups, most noticably the Catholic Church, have opposed the use of condoms on religious grounds, and have sometimes seen condom promotion as an affront to the promotion of marriage, monogamy and sexual morality. This attitude is found among some health care providers and policy makers in sub-Saharan African nations, where HIV and AIDS prevalence is extremely high.",,,,,,,,,,,,,,,,,,,,,,,,,,,
4441,30 Aug 2006 15:47,,,,,,,,,,"Promoting condom use, however, has often proved controversial and difficult. Many religious groups, most noticeably the Catholic Church, have opposed the use of condoms on religious grounds, and have sometimes seen condom promotion as an affront to the promotion of marriage, monogamy and sexual morality. This attitude is found among some health care providers and policy makers in sub-Saharan African nations, where HIV and AIDS prevalence is extremely high.",,,,,,,,,,,,,,,,,,,,,,,,,,,
4236,25 Sep 2006 02:46,,,,,,,,,,,,,"The male latex condom, if used correctly without oil-based lubricants, is the single most effective available technology to reduce the sexual transmission of HIV and other sexually transmitted infections. Manufacturers recommend that oil-based lubricants such as petroleum jelly, butter, and lard not be used with latex condoms as they weaken the latex, making the condoms porous. If necessary, manufacturers recommend using water-based lubricants. Oil-based lubricants can however be used with polyurethane condoms.",,,,,,,,,,,,,,,,,,,,,,,,
3978,23 Oct 2006 03:12,,,,,,,,,,,,,,,,"The male latex condom, if used correctly without oil-based lubricants, is the single most effective available technology to reduce the sexual transmission of HIV and other sexually transmitted infections. Manufacturers recommend that oil-based lubricants such as petroleum jelly, butter, and lard not be used with latex condoms as they weaken the latex, making the condoms porous. If necessary, manufacturers recommend using water-based lubricants. Oil-based lubricants can however be used with polyurethane condoms.","With consistent and correct use of condoms, there is a very low risk of HIV infection. Studies on couples where one partner is infected show that with consistent condom use, HIV infection rates for the uninfected partner are below 1% per year.",,"The female condom is an alternative to the male condom and is made from polyurethane, which allows it to be used in the presence of oil-based lubricants. They are larger than male condoms and have a stiffened ring-shaped opening, and are designed to be inserted into the vagina. The female condom contains an inner ring, which keeps the condom in place inside the vagina â€“ inserting the female condom requires squeezing this ring.","Promoting condom use has proved controversial and difficult. Many religious groups, most noticeably the Catholic Church, have opposed the use of condoms on religious grounds and have seen condom promotion as an affront to the promotion of marriage, monogamy, and sexual morality. They also believe that the distribution and promotion of condoms is tantamount to promoting sex amongst the youth and sending the wrong message to uninfected individuals. Defenders of the Catholic Church's role in AIDS and general STD prevention state that they are strong advocates of abstinence outside marriage.","}} Latex degrades over time, making them porous, which is why condoms have expiration dates. In Europe and the United States, condoms have to conform to European (EC 600) or American (D3492) standards to be considered protective against HIV transmission.",,,,,,,,,,,,,,,,
3952,24 Oct 2006 21:08,,,,,,,,,,,,,"}} The effective use of condoms and screening of blood transfusion in North America, Western and Central Europe is credited with contributing to the low rates of AIDS in these regions.",,,"The male latex condom, if used correctly without oil-based lubricants, is the single most effective available technology to reduce the sexual transmission of HIV and other sexually transmitted infections. Manufacturers recommend that oil-based lubricants such as petroleum jelly, butter, and lard not be used with latex condoms as they weaken the latex, making the condoms porous. If necessary, manufacturers recommend using water-based lubricants. Oil-based lubricants can however be used with polyurethane condoms.","With consistent and correct use of condoms, there is a very low risk of HIV infection. Studies on couples where one partner is infected show that with consistent condom use, HIV infection rates for the uninfected partner are below 1% per year.","During a sexual act, only male or female condoms can reduce the chances of infection with HIV and other STDs and the chances of becoming pregnant. The best evidence to date indicates that typical condom use reduces the risk of heterosexual HIV transmission by approximately 80% over the long-term, though the benefit is likely to be higher if condoms are used correctly on every occasion.","The female condom is an alternative to the male condom and is made from polyurethane, which allows it to be used in the presence of oil-based lubricants. They are larger than male condoms and have a stiffened ring-shaped opening, and are designed to be inserted into the vagina. The female condom contains an inner ring, which keeps the condom in place inside the vagina â€“ inserting the female condom requires squeezing this ring.","Promoting condom use, however, has often proved controversial and difficult. Many religious groups, most noticeably the Catholic Church, have opposed the use of condoms on religious grounds, and have sometimes seen condom promotion as an affront to the promotion of marriage, monogamy and sexual morality. This attitude is found among some health care providers and policy makers in sub-Saharan African nations, where HIV and AIDS prevalence is extremely high.","}} Latex degrades over time, making them porous, which is why condoms have expiration dates. In Europe and the United States, condoms have to conform to European (EC 600) or American (D3492) standards to be considered protective against HIV transmission.",,"}} They also believe that the distribution and promotion of condoms is tantamount to promoting sex amongst the youth and sending the wrong message to uninfected individuals. However, no evidence has been produced that promotion of condom use increases sexual promiscuity. Pope Benedict XVI commissioned a report on whether it might be acceptable for Catholics to use condoms to protect life inside a marriage when one partner is infected with HIV, or is sick with AIDS.",,,,"}} Conversely, some religious groups have argued that preventing HIV infection is a moral task in itself and that condoms are therefore acceptable or even praiseworthy from a religious point of view.",it is not a real disease. And you can't get it if you don't wear condoms. Stop wearing condoms. They cause AIDS,,,,,,,,,
3724,9 Nov 2006 17:00,,,,,,,,,,,,,"}} The effective use of condoms and screening of blood transfusion in North America, Western and Central Europe is credited with contributing to the low rates of AIDS in these regions.",,,"The male latex condom, if used correctly without oil-based lubricants, is the single most effective available technology to reduce the sexual transmission of HIV and other sexually transmitted infections. Manufacturers recommend that oil-based lubricants such as petroleum jelly, butter, and lard not be used with latex condoms as they weaken the latex, making the condoms porous. If necessary, manufacturers recommend using water-based lubricants. Oil-based lubricants; however, can be used with polyurethane condoms.","With consistent and correct use of condoms, there is a very low risk of HIV infection. Studies on couples where one partner is infected show that with consistent condom use, HIV infection rates for the uninfected partner are below 1% per year.","During a sexual act, only male or female condoms can reduce the chances of infection with HIV and other STDs and the chances of becoming pregnant. The best evidence to date indicates that typical condom use reduces the risk of heterosexual HIV transmission by approximately 80% over the long-term, though the benefit is likely to be higher if condoms are used correctly on every occasion.","The female condom is an alternative to the male condom and is made from polyurethane, which allows it to be used in the presence of oil-based lubricants. They are larger than male condoms and have a stiffened ring-shaped opening, and are designed to be inserted into the vagina. The female condom contains an inner ring, which keeps the condom in place inside the vagina â€“ inserting the female condom requires squeezing this ring.","Promoting condom use, however, has often proved controversial and difficult. Many religious groups, most noticeably the Catholic Church, have opposed the use of condoms on religious grounds, and have sometimes seen condom promotion as an affront to the promotion of marriage, monogamy and sexual morality. This attitude is found among some health care providers and policy makers in sub-Saharan African nations, where HIV and AIDS prevalence is extremely high.","}} Latex degrades over time, making them porous, which is why condoms have expiration dates. In Europe and the United States, condoms have to conform to European (EC 600) or American (D3492) standards to be considered protective against HIV transmission.",,"}} They also believe that the distribution and promotion of condoms is tantamount to promoting sex amongst the youth and sending the wrong message to uninfected individuals. However, no evidence has been produced that promotion of condom use increases sexual promiscuity. Pope Benedict XVI commissioned a report on whether it might be acceptable for Catholics to use condoms to protect life inside a marriage when one partner is infected with HIV, or is sick with AIDS.",,,,"}} Conversely, some religious groups have argued that preventing HIV infection is a moral task in itself and that condoms are therefore acceptable or even praiseworthy from a religious point of view.",,,,,,,,,,
3678,13 Nov 2006 03:10,,,,,,,,,,,,,"}} The effective use of condoms and screening of blood transfusion in North America, Western and Central Europe is credited with contributing to the low rates of AIDS in these regions.",,,"The male latex condom, if used correctly without oil-based lubricants, is the single most effective available technology to reduce the sexual transmission of HIV and other sexually transmitted infections. Manufacturers recommend that oil-based lubricants such as petroleum jelly, butter, and lard not be used with latex condoms as they weaken the latex, making the condoms porous. If necessary, manufacturers recommend using water-based lubricants. Oil-based lubricants can however be used with polyurethane condoms.","With consistent and correct use of condoms, there is a very low risk of HIV infection. Studies on couples where one partner is infected show that with consistent condom use, HIV infection rates for the uninfected partner are below 1% per year.","During a sexual act, only male or female condoms can reduce the chances of infection with HIV and other STDs and the chances of becoming pregnant. The best evidence to date indicates that typical condom use reduces the risk of heterosexual HIV transmission by approximately 80% over the long-term, though the benefit is likely to be higher if condoms are used correctly on every occasion.","The female condom is an alternative to the male condom and is made from polyurethane, which allows it to be used in the presence of oil-based lubricants. They are larger than male condoms and have a stiffened ring-shaped opening, and are designed to be inserted into the vagina. The female condom contains an inner ring, which keeps the condom in place inside the vagina â€“ inserting the female condom requires squeezing this ring.","Promoting condom use, however, has often proved controversial and difficult. Many religious groups, most noticeably the Catholic Church, have opposed the use of condoms on religious grounds, and have sometimes seen condom promotion as an affront to the promotion of marriage, monogamy and sexual morality. This attitude is found among some health care providers and policy makers in sub-Saharan African nations, where HIV and AIDS prevalence is extremely high.","}} Latex degrades over time, making them porous, which is why condoms have expiration dates. In Europe and the United States, condoms have to conform to European (EC 600) or American (D3492) standards to be considered protective against HIV transmission.",,"}} They also believe that the distribution and promotion of condoms is tantamount to promoting sex amongst the youth and sending the wrong message to uninfected individuals. However, no evidence has been produced that promotion of condom use increases sexual promiscuity. Pope Benedict XVI commissioned a report on whether it might be acceptable for Catholics to use condoms to protect life inside a marriage when one partner is infected with HIV, or is sick with AIDS.",,,,"}} Conversely, some religious groups have argued that preventing HIV infection is a moral task in itself and that condoms are therefore acceptable or even praiseworthy from a religious point of view.",,,,,,,,,,
3525,24 Nov 2006 03:05,,,,,,,,,,,,,,,,,,,,"Promoting condom use, however, has often proved controversial and difficult. Many religious groups, most noticeably the Catholic Church, have opposed the use of condoms on religious grounds, and have sometimes seen condom promotion as an affront to the promotion of marriage, monogamy and sexual morality. This attitude is found among some health care providers and policy makers in sub-Saharan African nations, where HIV and AIDS prevalence is extremely high. For all i care wikipedia can go fuck itself, because this site can be edited.",,,,,,,,,,,,,,,,,
3426,30 Nov 2006 13:36,,,,,,,,,,,,,,,,,,,,"Promoting condom use, however, has often proved controversial and difficult. Many religious groups, most noticeably the Catholic Church, have opposed the use of condoms on religious grounds, and have sometimes seen condom promotion as an affront to the promotion of marriage, monogamy and sexual morality. This attitude is found among some health care providers and policy makers in sub-Saharan African nations, where HIV and AIDS prevalence is extremely high.",,,"}} They also believe that the distribution and promotion of condoms is tantamount to promoting sex amongst the youth and sending the wrong message to uninfected individuals. However, no evidence has been produced that promotion of condom use increases sexual promiscuity. Pope Benedict XVI commissioned a report on whether it might be acceptable for Catholics to use condoms to protect life inside a marriage when one partner is infected with HIV, or is sick with AIDS.",,,,,,,,,,,,,,
3355,4 Dec 2006 16:29,,,,,,,,,,,,,,,,,"With consistent and correct use of condoms, there is a very low risk of HIV infection. Studies on couples where one partner is infected show that with consistent condom use, HIV infection rates for the uninfected partner are below 1% per year.",,,,,,,,,,,,"However, at present availability of female condoms is very low and the price remains prohibitive for many women. Preliminary studies suggest that, where female condoms are available, overall protected sexual acts increase relative to unprotected sexual acts, making them an important HIV prevention strategy that must be scaled-up.",,,,,,,,
